,Cod_Loc,IdProvincia,IdDepartamento,categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web
929,74035060,74,74035,Espacios de Exhibición Patrimonial,Museos,San Luis,San José del Morro,"Museo Religioso, Autoctono Y Regional De San José Del Morro","Lafinur, Frente a la Plaza Gral. Juan Esteban Pedernera",,D5730XBM,,,,
930,74056150,74,74056,Espacios de Exhibición Patrimonial,Museos,San Luis,San Luis,Museo Contacto U.N.S.L.,"Av. Ejército de Los Andes 950, Bloque Ii - Unsl",,D5700HHW,2652.0,424 027 INT. 281,,
931,74056150,74,74056,Espacios de Exhibición Patrimonial,Museos,San Luis,San Luis,La Casa De Las Culturas,San Martín 383,,D5700BQG,266.0,445 2000 INT. 5750,,
932,74056150,74,74056,Espacios de Exhibición Patrimonial,Museos,San Luis,San Luis,Museo Provincial Dora Ochoa De Masramón,Colón 508,,D5700AVL,2664.0,442 2196,,
933,74056150,74,74056,Espacios de Exhibición Patrimonial,Museos,San Luis,San Luis,Museo Privado De Ciencias Naturales Guillermo Enrique Hudson,Avda. España 1555,,5700,2652.0,422 3901,,
934,74049070,74,74049,Espacios de Exhibición Patrimonial,Museos,San Luis,Santa Rosa del Conlara,Museo Polifacetico Municipal Vieja Usina,Calle Aviador Franco Nº 862,,D5777AEV,,,,
935,74028070,74,74028,Espacios de Exhibición Patrimonial,Museos,San Luis,Tilisarao,Museo La Tradición,Bartolomé Mitre y Tres Granaderos,,D5773AHI,,,,
936,74028070,74,74028,Espacios de Exhibición Patrimonial,Museos,San Luis,Tilisarao,Museo Los Primeros Habitantes,Boulevard Bartolomé Mitre y Calle Renca,,D5773AHM,,,,
937,74049060,74,74049,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa de Merlo,Casa Museo Palmira Scrosoppi,Av. del Sol Nº 870,,D5881AVV,,,,
938,74049060,74,74049,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa de Merlo,Museo Casa Del Poeta Antonio Esteban Agüero,Poeta Agüero 330,,D5881DEH,2656.0,476 545,,
939,74049060,74,74049,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa de Merlo,Museo Kurteff,Av. de Los Césares 2370. Rincón del Este.,,D5881AOW,2656.0,478 600,,
940,74049060,74,74049,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa de Merlo,Museo La Pampa Gringa,Bella Vista 1800,,5881,2656.0,473 287,,
941,74049060,74,74049,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa de Merlo,Museo Regional Lolma,Av. de Los Incas S/N (Al Lado del Algarrobo Abuelo),,5881,,,,
942,74028090,74,74028,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Larca,Museo Inti,Ruta Nacional Nº 6. a 45 Km de la Villa de Merlo Por Ruta Nacional Nº 1,,5883,,,,
943,74035070,74,74035,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo Temático De Física Prof A. M. Fiorella De Grilli López,"Av. Mitre Nº 873, Localizado en el Colegio Nº 2 Juan Esteban Pedernera",,D5732AAD,,,,
944,74035070,74,74035,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo Malvinas Eduardo R. Guzmán,Av. Mitre Nº 778,,D5732AAP,2657.0,435 233,,
945,74035070,74,74035,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo Ferroviario,Av. Mitre 630,,D5732AAO,,,,
946,74035070,74,74035,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo De Sitio Del Centro Educativo Nº 9 Juan Llerena,General Paz 555,,D5732AFK,,,,
947,74035070,74,74035,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo Argentino Nativista Héctor Aubert,Las Heras y Eleodoro Lobos,,D5730EAB,,,,
948,74035070,74,74035,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo Histórico Municipal Santiago Betbeder,Urquiza 33,,D5730CRA,2657.0,422 131,,
949,74035080,74,74035,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Reynolds,Museo Héroes De Malvinas Villa Reynolds,"V Brigada Aérea Villa Reynolds""",,5733,,,,
950,78014010,78,78014,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Caleta Olivia,Museo Del Hombre Y Su Entorno,Deocarets 21,,9011,297.0,485 2320,,
951,78028010,78,78028,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,El Calafate,Museo Regional El Calafate,Av. del Libertador 571,,Z9405AHD,2902.0,491 924,,
952,78014070,78,78014,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Pico Truncado,Museo Histórico Y Regional Pico Truncado,Gobernador Gregores y Ruta Provincial 12,,9015,,,,
953,78014080,78,78014,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Puerto Deseado,Museo Ferroviario Puerto Deseado,Oneto S/N,,9050,297.0,,,
954,78014080,78,78014,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Puerto Deseado,Museo Municipal Mario Brozoski,Colón y Belgrano S/N,,9050,297.0,487 1358,,
955,78042010,78,78042,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Puerto San Julián,Museo Temático Nao Victoria,Av. Costanera y Av. San Martín,,9310,2962.0,454 396,,
956,78007020,78,78007,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Puerto Santa Cruz,Museo Casa De Los Pioneros,Av. Piedra Buena 104,,Z9300BBO,2962.0,498 301,,
957,78021040,78,78021,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo Regional Y Provincial Padre Manuel Jesús Molina,Ramón y Cajal 51,,Z9400BOA,2966.0,423 290,museopadremolina@yahoo.com.ar,
958,78021040,78,78021,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Sala Histórica Del Regimiento De Infantería Mecanizado 24 Gral. Jerónimo Costa,Avda. San Martín 2215,,Z9400ICJ,2966.0,420 857,,
959,78021040,78,78021,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo De Arte Eduardo Minnicelli,Maipú 13,,Z9400BFA,2966.0,436 323,info@museominnicelli.com.ar,www.museominnicelli.com.ar
960,78021040,78,78021,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo De La Prefectura Naval Argentina ,Alcorta 598,,Z9400AZL,2966.0,420 577,,
961,78021040,78,78021,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo De Los Pioneros Casa Parisi,Alberdi y El Cano,,Z9400AYQ,2933.0,437 763,pioneros@riogallegos.gov.ar,
962,78021040,78,78021,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo Marítimo Y Naval De La Patagonia Austral,Alcorta 487,,Z9400AZI,2966.0,420 483,museonavalaustral@hotmail.com,www.ara.mil.ar
963,78021040,78,78021,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo Ferroviario Roberto Galian,Mendoza y Pellegrini,,Z9400JME,2966.0,426 766,,
964,78021040,78,78021,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Centro Cultural Casa Histórica Gregores,Alcorta 475,,Z9400AZI,2966.0,444 247,,
965,78021070,78,78021,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Turbio,Escuela Museo Minero Don Anatol Kowaloff,Paraje Mina 3 (a 3 Km de Río Turbio),,9047,2902.0,421 250 INT. 3360,,
966,78021040,78,78021,Espacios de Exhibición Patrimonial,,Santa Cruz,Rio Gallegos,Museo Marítimo y Naval de la Patagonia Austral,Alcorta 487,,9400,2966.0,420483,museonavalaustral@hotmail.com,http://www.ara.mil.ar/pag.asp?idItem=120
967,78021040,78,78021,Espacios de Exhibición Patrimonial,,Santa Cruz,Rio Gallegos,Museo de la Policía,Teófilo De Loqui  90,,9400,2966.0,422227,,https://museohistoricopsc.wixsite.com/museopolscruz
968,78021040,78,78021,Espacios de Exhibición Patrimonial,,Santa Cruz,Rio Gallegos,Museo de Informática  UNPA UARG,Piloto Lero Rivero y av. Gob. Gregores,,9400,,,imuseo@uarg.unpa.edu.ar,facebook.com/imuseoUARG/
969,78021040,78,78021,Espacios de Exhibición Patrimonial,,Santa Cruz,Rio Gallegos,Museo Malvinas Argentinas,Pasteur 74,,9400,2966.0,420128,,facebook.com/MuseoMalvinasArgentinas/
970,82028010,82,82028,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Alcorta,Museo Comunal De Alcorta,Bv. 25 de Mayo 543,,S2117APF,3465.0,,,
971,82098010,82,82098,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Alejandra,Museo Regional De Alejandra,Av. San Martín 1039,,S3051AFF,3405.0,492 196,,
972,82014010,82,82014,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arequito,Centro Cultural Y Museo Ferroviario De Arequito,"Estación Ferroviaria, Av. 9 de Julio y Av. San Martín",,S2183XAB,3464.0,471 411,,
973,82014010,82,82014,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arequito,Museo General Y Archivo Comunal De Arequito,E. Destéfanis 1178,,S2183XAB,3464.0,470 686,,
974,82007010,82,82007,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Armstrong,Museo Histórico Municipal Enrico Orsetti,Bv. Pte. Perón 1674,,S2508APU,3471.0,460 555,,
975,82084070,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arroyo Seco,Museo Público Municipal De Arroyo Seco,9 de Julio y Bv. Mansueto Maiorano (Est. Ferroviaria),,2128,3402.0,426 790,,
976,82014020,82,82014,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arteaga,Museo Regional De Arteaga,Estación Ferroviaria,,2187,3467.0,450 252,,
977,82105030,82,82105,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Barrancas,Museo Histórico Y De Ciencias Vicente R. Del Pópolo,L. N. Alem 726,,S2246BAL,3466.0,420 205,,
978,82014030,82,82014,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Berabevú,Museo Histórico De Berabevú,San Martín 157,,S2639BEA,3465.0,494 225,,
979,82014040,82,82014,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Bigand,Museo Histórico Cultural,Ex Estación Ferroviaria,,2177,,,,
980,82133010,82,82133,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Calchaquí,Complejo Museológico Privado N. Y A. Rodrigo,"Ruta Nacional Nº 11, Km 673, 2",,3050,3483.0,470 253,,
981,82056030,82,82056,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Cañada de Gómez,Museo Histórico Municipal,"Ballesteros 991, Altos del Teatro Verdi",,S2500AZO,3471.0,426 029,,
982,82119030,82,82119,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Carcarañá,Museo Regional De Carcarañá El Chingolo,Laprida 676,,S2138BCN,341.0,494 0060,,
983,82119030,82,82119,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Carcarañá,Museo De La Ciudad,Roca 1310,,S2138CTD,341.0,494 0060,,
984,82126020,82,82126,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Carlos Pellegrini,Museo Histórico Comunal Carlos Pellegrini,Bv. Alsina y Nicolás Lavalle,,2453,3401.0,480 065,,
985,82014050,82,82014,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Casilda,Museo Particular De Antropología E Historia Natural Los Desmochados,Remedios de Escalada 1321,,S2170FMM,3464.0,422 362,,
986,82014050,82,82014,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Casilda,Museo Y Archivo Histórico Municipal Don Santos F. Tosticarelli,Ovidio Lagos 1206,,S2170EYP,3464.0,426 535,gestion@casilda.datacopl.com.ar,
987,82035010,82,82035,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Cayasta,Ruinas De Santa Fe La Vieja Y Museo Fundacional Argentina,Ruta Prov. N° 1 Km 78,,3001,3405.0,493 056,,
988,82091060,82,82091,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Ceres,Museo Regional De Ceres,Sarmiento 140,,S2340CWD,3491.0,420 659,,
989,82014070,82,82014,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Chañar Ladeado,Museo Comunal De Chañar Ladeado,Italia y Belgrano,,2643,3468.0,482 207,,
990,82105090,82,82105,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Coronda,Museo Municipal José Manuel Maciel,Sarmiento y 25 de Mayo,,2240,342.0,491 1370,,
991,82056070,82,82056,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Correa,Museo Regional Y Archivo Histórico De Correa,Molina 1461,,S2506AYQ,3471.0,492 128,,
992,82126070,82,82126,Espacios de Exhibición Patrimonial,Museos,Santa Fe,El Trébol,Museo Municipal El Trébol,Avda. Libertad 200,,S2535AJO,3401.0,420 316,,
993,82070050,82,82070,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Esperanza,Museo De La Colonización,Lehmann 1566,,S3080INZ,3496.0,427 383,museoesperanza@esperanza.gov.ar,
994,82070050,82,82070,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Esperanza,Museo De La Máquina Agrícola,"Maestro Donnet S/N, Parque de la Agricultura",,3080,3496.0,420 09 INT 131,museoesperanza@esperanza.gov.ar,
995,82028080,82,82028,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Firmat,Museo Municipal De Firmat,San Martín 1550,,S2630FXX,3465.0,423 520,,
996,82070070,82,82070,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Franck,Museo Particular Los Abuelos,Urquiza 2557,,S3009BJA,,,,
997,82084140,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Funes,Museo Liceo Aeronáutico Militar,Av. Fuerza Aérea 1901,,2132,341.0,493 1278,,
998,82084140,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Funes,Museo Ferroviario Y De La Ciudad De Funes Juan Murray,Tomás de la Torre 1726,,S2132ASB,341.0,493 6013,,
999,82105130,82,82105,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Gálvez,Museo Municipal De Artes Visuales Orlando Ruffinengo,Rivadavia 781,,S2252HQE,3404.0,480 870,museoruffinengo@galvez.gov.ar,
1000,82112050,82,82112,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Gobernador Crespo,Museo Histórico Regional Sebastián J. Puig,Belgrano S/N,,3044,,,,
1001,82035020,82,82035,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Helvecia,Museo Histórico De Helvecia Doña Eulogia María Encina De Antille,Entre Ríos 807,,S3003ALG,3405.0,470 054,,
1002,82070100,82,82070,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Humboldt,Museo Histórico De La Colonia Humboldt,Avda. Libertad 2180,,S3081ATO,3496.0,480 247,,
1003,82112060,82,82112,Espacios de Exhibición Patrimonial,Museos,Santa Fe,La Criolla,Museo Comunal,Nicolás Nitri S/N,,3052,3498.0,495 214,,
1004,82133090,82,82133,Espacios de Exhibición Patrimonial,Museos,Santa Fe,La Gallareta,Museo Histórico La Forestal De La Gallareta,Rivadavia S/N,,3057,3483.0,496 125,,
1005,82091170,82,82091,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Palmeras,Museo Paseo De Los Recuerdos,Paseo de la Estación S/N,,S2326XAD,3409.0,491 009,,
1006,82007030,82,82007,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Parejas,Museo Y Archivo Del Centenario,Cortada 13 Bis (Entre Calle 11 y Avda. 13),,2505,3471.0,471 666,,
1007,82007040,82,82007,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Rosas,Museo Criollo Francisco Scutella,Lavalle 956,,S2520BZT,3471.0,452 594,,
1008,82007040,82,82007,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Rosas,Museo Municipal Centenario,"Bv. Kemmis 1000, Predio Estación Ferrocarril",,S2520AQU,3471.0,452 235,,
1009,82063090,82,82063,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Llambi Campbell,Museo Del Pueblo,Gral. Urquiza 338,,S3036AJH,3497.0,420 029,,
1010,82063090,82,82063,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Llambi Campbell,Museo Rio Salado,Zona Rural,,3036,,,,
1011,82042170,82,82042,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Maggiolo,Museo Dr. Reynaldo Laboureau,Carreras 627,,S2622AEI,3462.0,492 278,,
1012,82126120,82,82126,Espacios de Exhibición Patrimonial,Museos,Santa Fe,María Susana,Museo De La Colonia Y Las Comunicaciones De Estación Matilde,Bv. San Martín S/N,,3013,3401.0,467 150,,
1013,82070150,82,82070,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Matilde,Museo Histórico E Interactivo Del Trigo Al Pan,"Bv. San Martín, Esq. Italia (Estación)",,S3013XAD,342.0,499 3118,,
1014,82091180,82,82091,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Moisés Ville,Museo Histórico Comunal Y De La Colonización Judía Rabino Aarón Halevi Goldman,25 de mayo 0188,,S2313AAD,3409.0,420 665,museo_mv@interclass.com.ar,www.museomoisesville.com.ar
1015,82063100,82,82063,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Monte Vera,Museo Histórico Regional,Santiago del Estero 1128,,S3030AUB,342.0,490 4052,,
1016,82028170,82,82028,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Peyrano,Museo Comunal 30 De Julio,Av. Centenario 1005,,S2113ABG,3460.0,470 101,,
1017,82084230,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Pueblo Esther,Museo Piedras Blancas,Castelli 1630,,2126,341.0,463 2485,,
1018,82021310,82,82021,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Privado Polifacético,Urquiza 154,,S2300LND,3492.0,432 451,,
1019,82021310,82,82021,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Y Biblioteca De La Música Y El Sonido,Av. Hipólito Irigoyen 1653,,S2300MAD,3492.0,432 838,,
1020,82021310,82,82021,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Colección De Arte Precolombino Arminio Weiss,Bv. Santa Fe y 9 de Julio,,S2300KTA,3492.0,435 050,muhisraf@santafe.com.ar,
1021,82021310,82,82021,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Histórico Municipal De Rafaela,9 de Julio y Bv. Santa fe,,S2300MHA,3492.0,435 050,,
1022,82021310,82,82021,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo De La Fotografía Del Foto Cine Club Rafaela,Sarmiento 530,,S2300QVL,3492.0,431 983,muisraf@arnet.com.ar,
1023,82021310,82,82021,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Municipal De Arte Dr. Urbano Poggi,Sarmiento 530,,S2300QVL,3492.0,431 983,,
1024,82021310,82,82021,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Municipal Usina Del Pueblo,Av. Santa Fe 1633,,S2300KUD,3492.0,502 016,museousina@rafaela.gov.ar,
1025,82049180,82,82049,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Reconquista,Museo Municipal De Artes De Reconquista,Patricio Diez 716 (Esq. Obligado),,S3560FUP,3482.0,471 704,,
1026,82049180,82,82049,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Reconquista,Museo Histórico De La Ciudad De Reconquista,Bv. España y Roca,,3560,3482.0,15 580 877,,
1027,82049180,82,82049,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Reconquista,Museo Municipal De Arqueología Y Paleontología,Mitre y Olessio S/N,,3560,3482.0,425 117,,
1028,82098050,82,82098,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Romang,Museo De La Colonización Cuatro Gaspares,"Urquiza S/N, Entre Gaspar Kaufmann y Samuel Sager",,3555,3482.0,496 042,,
1029,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Macro (Museo De Arte Contemporáneo De Rosario),Bv. Oroño y el Río Paraná,,2000,341.0,480 4981,,
1030,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De La Memoria,Av. Aristóbulo del Valle y Callao,,S2000AAT,341.0,480 4511 INT. 231,,
1031,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Ferroviario Mario Mayo,Paraná y 3 de Febrero. Estación Rosario Oeste,,2000,,,,
1032,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Del Correo,Córdoba 721,,S2000AWG,341.0,420 0768,,
1033,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Privado El Paraná Y Las Islas,"Estación Fluvial de Rosario, Av. Belgrano y Raúl Domínguez",,2000,341.0,485 5665,,
1034,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De Arte Sacro Eduardo Amanzacio Barnes,Laprida 1235 (Subsuelo del Teatro el Círculo),,S2000CFO,341.0,448 3784,,
1035,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De La Ciudad,"Bv. Oroño 2300, Parque de la Independencia",,2000,341.0,480 8665,,
1036,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Provincial De Ciencias Naturales Dr. Ángel Gallardo,San Lorenzo 1949,,S2000ARY,341.0,472 1449,museogallardo@yahoo.com.ar,
1037,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Municipal De Bellas Artes Juan B. Castagnino,Avda. Pellegrini 2202,,S2000QDN,341.0,480 2642,info@museocastagnino.org.ar,
1038,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Histórico Provincial Dr. Julio Marc,Lasaga 1955,,2000,341.0,472 1457,,
1039,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Municipal De Arte Decorativo Firma Y Odilo Estévez,Santa Fe 748,,S2000ATH,341.0,480 2547,museoestevez@rosario.gov.ar,
1040,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De Ciencias Morfológicas Dr. Juan Carlos Fajardo.,"Santa Fe 3100, 2 Piso, Ala Oeste, Facultad de Medicina",,S2000KTR,341.0,480 4558,,
1041,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De La Partitura Histórica,Dorrego 2180,,S2000GEJ,341.0,823 620,,
1042,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Experimental De Ciencias,"Planetario y Observatorio Astronómico, Parque Urquiza",,2000,341.0,480 2533,,
1043,82084270,82,82084,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De La Memoria,Córdoba 2019,,S2000AXG,341.0,4802 0260,,
1044,82028180,82,82028,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rueda,Museo Histórico Ferroviario Escribano Alfredo Rueda,Gral. San Martin y J.J.Urquiza,,S2109XAA,3400.0,496 020,comunarueda@arnet.com.ar,www.primaverasobrerueda.com.ar
1045,82042220,82,82042,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rufino,Museo Y Archivo Histórico Municipal De Rufino,Santa Fe 159,,S6100FOC,3382.0,421 256,,
1046,82070220,82,82070,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Agustín,Museo Histórico Regional De San Agustín,"25 de Mayo 1601, Zona Rural",,3017,342.0,490 7021,,
1047,82049190,82,82049,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Antonio de Obligado,Museo Histórico Y Religioso Fray Hermete Constanzi,Calle Nº 8 (Al Lado de la Iglesia),,S3587XAA,,,,
1048,82070230,82,82070,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Carlos Centro,Museo Histórico De La Colonia San Carlos,San Martín 550,,S3013CQS,3404.0,422 047,,
1049,82070240,82,82070,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Carlos Norte,Museo Pedroniano,Fermín Laprade 420,,S3010AIJ,3404.0,456 137,,
1050,82091220,82,82091,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Cristóbal,Museo Histórico Municipal De San Cristóbal,J. M. Bullo 1425,,S3070DRK,3408.0,423 110,,
1051,82091220,82,82091,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Cristóbal,Museo De Ciencias Naturales Del Departamento San Cristóbal,Hipólito Irigoyen y Dr. Gerónimo Lassaga,,3070,3408.0,422 123 INT. 126,,
1052,82091230,82,82091,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Guillermo,Museo Comunal Regional De San Guillermo,Independencia S/N,,2347,3562.0,466 881,,
1053,82098060,82,82098,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Javier,Museo Batalla Del Mbororé,Plaza de los Jesuitas,,3357,3754.0,482 488,,
1054,82098060,82,82098,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Javier,Museo San Francisco Javier,"9 de Julio 873, Esquina Alvear",,S3005ABE,3405.0,424 254,,
1055,82070260,82,82070,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Jerónimo del Sauce,Museo Pbro. Guillermo Lagger,Santa Fe 689,,S3012APK,3404.0,495 060,,
1056,82070270,82,82070,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Jerónimo Norte,Museo Histórico Lorenzo Bodenmann,Guillermo Tell 790,,S3015AVP,3404.0,460 251,,
1057,82126140,82,82126,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Jorge,Museo Aurelio Genovese,Av. 25 de Mayo 810,,S2452AYU,3406.0,407 430,,
1058,82126140,82,82126,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Jorge,Museo De La Ciudad,Bv. 25 de Mayo 810,,S2452AYU,3406.0,441 557,,
1059,82014120,82,82014,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San José de la Esquina,Museo Comunal Guardia De La Esquina,Rivadavia 434,,S2185CKJ,3467.0,461 015,,
1060,82063160,82,82063,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San José del Rincón,Museo Regional Y Tradicional De La Costa,San Martín 1401,,S3089BDI,342.0,970 416,,
1061,82119130,82,82119,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Lorenzo,Museo Histórico Conventual San Carlos,Belgrano 430,,S2200CNH,3476.0,424 774,,
1062,82021350,82,82021,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Santa Clara de Saguier,Museo Rafael Escriña,Av. Sarmiento S/N,,2405,,,,
1063,82063170,82,82063,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Santa Fe,Observatorio Astronómico Code - Centro De Observaciones Del Espacio De Santa Fe,Av. Almirante Brown 4998 (Costanera),,S3002GVP,342.0,455 0608,,
1064,82063170,82,82063,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Santa Fe,Museo De Arte Contemporáneo - Mac,Bv. Gálvez 1578,,S3000ACU,342.0,457 5103,,
1065,82063170,82,82063,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Santa Fe,Museo Ferroviario,San Luis 2950,,S3000GBJ,342.0,469 3217,,
1066,82063170,82,82063,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Santa Fe,Museo De La Cervecería Santa Fe,Calchines 1401,,S3000AYG,342.0,450 2234,,
1067,82063170,82,82063,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Santa Fe,Museo Judío Hinenu,1 de mayo 2152,,S3000FJZ,342.0,455 8119,,
